name,details_link,authors,avg_rating,count_ratings,editions_count,genre,reviews,price,price_type,pages_count,year_first_published,book_id
"Letters from the East: Crusaders, Pilgrims and Settlers in the 12th–13th Centuries",https://www.goodreads.com/book/show/8399077-letters-from-the-east?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=14,"['Malcolm Barber', 'Keith Bate']",4.5,8,8,12th-century,2,,,206,2010,93
The Crusades : the Jewish World of the 12th Century,https://www.goodreads.com/book/show/14289787-the-crusades?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=15,['Othniel J. Seiden'],4.0,15,2,12th-century,2,0.00,['Kindle'],64,2012,94
PETER WALDO AND THE WALDENSIAN MOVEMENT: Spiritual leader of the 12th century. The first Reformer before the Reformation.,https://www.goodreads.com/book/show/34836209-peter-waldo-and-the-waldensian-movement?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=16,"['Paul Thanasingh', 'John William']",3.71,14,1,12th-century,1,0.99,[],27,2017,95
"Kurdish Poetry in the history of Islam: Extracts from the works of Ibn Khalikan, a Kurdish 12th century scholar from Erbil / KRG (2, the first edition published in Kurdish)",https://www.goodreads.com/book/show/90530968-kurdish-poetry-in-the-history-of-islam?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=17,['Mr Ibn Khalikan 12th century scholar from Erbil / KRG Ibn Khalikan'],0.0,0,2,12th-century,0,,,161,2020,96
Women Mystics of the Medieval Era: 12th - 14th Centuries,https://www.goodreads.com/book/show/570327.Women_Mystics_of_the_Medieval_Era?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=18,['Thierry Gosset'],4.25,4,3,12th-century,2,,,95,2003,97
Hildegard of Bingen's Holistic Approach to Wellness: A 12th Century Healer and Visionary Who Used Aromatic Extracts and More to Promote a Healthy Holistic Lifestyle,https://www.goodreads.com/book/show/32064433-hildegard-of-bingen-s-holistic-approach-to-wellness?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=19,"['Linda Lee Smith', 'Ben Wright']",3.3,10,1,12th-century,1,0.00,['Kindle'],75,2016,98
The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.6. Volume sec.6 [Leather Bound],https://www.goodreads.com/book/show/140875471-the-feudal-history-of-the-county-of-derby?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=20,"['The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh', 'The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh']",0.0,0,1,12th-century,0,,,300,2018,99
Armenia and the Crusades: 10th to 12th Centuries: The Chronicle of Matthew of Edessa,https://www.goodreads.com/book/show/5103145-armenia-and-the-crusades?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=21,"['Մատթեոս Ուռհայեցի (Matthew of Edessa)', 'Grigor Erētsʻ', 'Ara Edmond Dostourian']",4.3,10,4,12th-century,,,,,,100
"England and Iberia in the Middle Ages, 12th-15th Century: Cultural, Literary, and Political Exchanges",https://www.goodreads.com/book/show/1071261.England_and_Iberia_in_the_Middle_Ages_12th_15th_Century?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=22,['Marìa Bullòn-Fernandez'],3.0,2,5,12th-century,,,,,,101
The 12th-Century Renaissance,https://www.goodreads.com/book/show/2317465.The_12th_Century_Renaissance?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=23,"['C. Warren Hollister', 'Eva Matthews Sanford', 'Bryce Lyon']",3.88,8,4,12th-century,,,,,,102
Heloise And Abelard: A 12th Century Love Story,https://www.goodreads.com/book/show/451342.Heloise_And_Abelard?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=24,['James Burge'],3.85,393,14,12th-century,,,,,,103
The Ruby in Her Navel: A Novel of Love and Intrigue in the 12th Century,https://www.goodreads.com/book/show/8631010-the-ruby-in-her-navel?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=25,['Barry Unsworth'],3.4,810,32,12th-century,,,,,,104
"Coiners' Quarrel, The: An early 12th century mystery (A Geoffrey Mappestone Mystery Book 5)",https://www.goodreads.com/book/show/34610739-coiners-quarrel-the?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=26,['Simon Beaufort'],4.05,73,7,12th-century,,,,,,105
Classical Korean Poetry: More Than 600 Verses Since the 12th Century,https://www.goodreads.com/book/show/929523.Classical_Korean_Poetry?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=27,['Jaihiun J. Kim'],4.0,6,2,12th-century,,,,,,106
"Byzantine Military Organization on the Danube, 10th-12th Centuries (East Central and Eastern Europe in the Middle Ages, 450-1450, 22)",https://www.goodreads.com/book/show/18102497-byzantine-military-organization-on-the-danube-10th-12th-centuries?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=28,['Alexandru Madgearu'],4.4,5,4,12th-century,,,,,,107
Guillaume de Palerne: An English Translation of the 12th Century French Verse Romance,https://www.goodreads.com/book/show/5365307-guillaume-de-palerne?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=29,['Leslie A. Sconduto'],3.91,11,1,12th-century,,,,,,108
"SUFI POEMS AND ALLEGORY BOOKS: BIRD PARLIAMENT AND THE CONFERENCE OF THE BIRDS (Annotated Sufism, the Islamic mysticism): 12th Century Sufi poem of allegorical journey to the summit of enlightenment",https://www.goodreads.com/book/show/34971017-sufi-poems-and-allegory-books?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=30,"['Attar of Nishapur', 'Rustom Masani', 'Edward FitzGerald']",5.0,1,1,12th-century,,,,,,109
Al-Quran. [] (1852) [Leather Bound],https://www.goodreads.com/book/show/198416645-al-quran-1852-leather-bound?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=31,['Burhan Al-Din Active 12Th Century-13Th Century Zarnuji'],0.0,0,1,12th-century,,,,,,110
Kaplan postlu sövalye. [= Vepkhist'q'aosani. = The knight in the panther's skin]. FIRST TURKISH EDITION.,https://www.goodreads.com/book/show/108638175-kaplan-postlu-s-valye-vepkhist-q-aosani-the-knight-in-the-panther?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=32,['(12th century) SCHOTA RUSTAWELI'],0.0,0,1,12th-century,,,,,,111
La Historia;,https://www.goodreads.com/book/show/105852000-la-historia?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=33,['Hugo 12th century Falcandus'],0.0,0,1,12th-century,,,,,,112
French Stones: Life in a 12th Century Crusaders' Castle,https://www.goodreads.com/book/show/54130306-french-stones?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=34,"['Ron Peeleman', 'Linda Peeleman']",4.12,8,1,12th-century,,,,,,113
History of the Chamar Dynasty : (From 6th Century A.D. to 12th Century A.D.),https://www.goodreads.com/book/show/9560110-history-of-the-chamar-dynasty?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=35,['K. Parvathi Kumar'],0.0,0,1,12th-century,,,,,,114
Leaves from the Bodhi Tree: The Art of Pala India (8th - 12th Centuries) and Its International Legacy,https://www.goodreads.com/book/show/2344012.Leaves_from_the_Bodhi_Tree?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=36,"['Susan L. Huntington', 'John C. Huntington']",4.0,3,2,12th-century,,,,,,115
Ein Diwan,https://www.goodreads.com/book/show/127973960-ein-diwan?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=37,"['Ha-Levi active 12th century Judah', 'Emil Bernhard']",0.0,0,1,12th-century,,,,,,116
Love Your Bible: Finding Your Way to the Presence of God with a 12th Century Monk,https://www.goodreads.com/book/show/24926450-love-your-bible?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=38,['Gary Neal Hansen'],4.44,9,1,12th-century,,,,,,117
"Gaimar, Havelok Et Herward. The Anglo-Norman Metrical Chronicle of Geoffrey Gaimar, Printed for the First Time in Entire From the Ms. in the British Museum",https://www.goodreads.com/book/show/59501388-gaimar-havelok-et-herward-the-anglo-norman-metrical-chronicle-of-geoff?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=39,['Geoffroy Active 12th Century Gaimar'],0.0,0,1,12th-century,,,,,,118
Now My Tongue the Mystery Telling Easy Piano Sheet Music,https://www.goodreads.com/book/show/29444045-now-my-tongue-the-mystery-telling-easy-piano-sheet-music?from_search=true&from_srp=true&qid=fvJlmPvGnp&rank=40,['Traditional 12th Century Hymn'],0.0,0,2,12th-century,,,,,,119
"Sin and Fear: The Emergence of a Western Guilt Culture, 13th-18th Centuries",https://www.goodreads.com/book/show/1044878.Sin_and_Fear?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=1,['Jean Delumeau'],4.33,60,9,13th-century,,,,,,120
The Writings of Amir Khusrau: 700 Years After the Prophet: A 13th-14th Century Legend of Indian-Sub-Continent,https://www.goodreads.com/book/show/7866542-the-writings-of-amir-khusrau?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=2,"['Amir Khusrau', 'Habibuddin Ahmed']",3.83,18,1,13th-century,,,,,,121
"Embracing Uncertainty: Future Jazz, That 13th Century Buddhist Monk, and the Invention of Cultures",https://www.goodreads.com/book/show/58561168-embracing-uncertainty?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=3,"['John Traphagan', 'Amane Kaneko', 'John W. Traphagan']",4.68,75,2,13th-century,,,,,,122
Thailand's Political History: From the 13th century to recent times,https://www.goodreads.com/book/show/19175883-thailand-s-political-history?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=4,['B.J. Terwiel'],4.07,42,6,13th-century,,,,,,123
"Sephardi: Cooking the History. Recipes of the Jews of Spain and the Diaspora, from the 13th Century to Today",https://www.goodreads.com/book/show/57620013-sephardi?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=5,['Hélène Jawhara Piñer'],4.0,35,6,13th-century,,,,,,124
Lasharela: A Georgian Chronicle Of The 13th Century,https://www.goodreads.com/book/show/19480289-lasharela?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=6,"['Grigol Abashidze', 'Sergei Sosinsky', 'Natalya Yarosh']",4.14,186,5,13th-century,,,,,,125
"Forces of the Hanseatic League: 13th–15th Centuries (Men-at-Arms, 494)",https://www.goodreads.com/book/show/18248567-forces-of-the-hanseatic-league?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=7,"['David Nicolle', 'Gerry Embleton']",3.79,38,10,13th-century,,,,,,126
French Gothic Architecture of the 12th and 13th Centuries,https://www.goodreads.com/book/show/586999.French_Gothic_Architecture_of_the_12th_and_13th_Centuries?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=8,['Jean Bony'],4.4,15,6,13th-century,,,,,,127
Templar Convivencia: Templars and Their Associates in 12th and 13th Century Iberia,https://www.goodreads.com/book/show/15715597-templar-convivencia?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=9,['Paula R. Stiles'],3.0,6,1,13th-century,,,,,,128
"Living in the Ottoman Realm: Empire and Identity, 13th to 20th Centuries",https://www.goodreads.com/book/show/25788953-living-in-the-ottoman-realm?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=10,"['Christine Isom-Verhaaren', 'Kent F. Schull']",4.0,12,6,13th-century,,,,,,129
Genghis Khan: 13th-Century Mongolian Tyrant,https://www.goodreads.com/book/show/7973140-genghis-khan?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=11,"['Enid A. Goldberg', 'Norman Itzkowitz']",3.73,252,13,13th-century,,,,,,130
The Near End of Islam: Story of the Mongol Invasion and Muslim Genocide in the 13th Century,https://www.goodreads.com/book/show/20871466-the-near-end-of-islam?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=12,['Ibn Iftikhar'],3.25,12,1,13th-century,,,,,,131
Name Your Medieval Character: Medieval Christian Names (12th-13th Centuries),https://www.goodreads.com/book/show/18300528-name-your-medieval-character?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=13,['Joyce DiPastena'],4.12,25,3,13th-century,,,,,,132
Growing Up in 13th Century England,https://www.goodreads.com/book/show/10248592-growing-up-in-13th-century-england?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=14,['Margaret Evans Price'],3.9,10,13,13th-century,,,,,,133
War Cry: The gripping 13th century medieval adventure for fans of Matthew Harffy and Elizabeth Chadwick (de Norton trilogy),https://www.goodreads.com/book/show/148604168-war-cry?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=15,['Ian Ross'],4.58,24,1,13th-century,,,,,,134
"Letters from the East: Crusaders, Pilgrims and Settlers in the 12th–13th Centuries",https://www.goodreads.com/book/show/8399077-letters-from-the-east?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=16,"['Malcolm Barber', 'Keith Bate']",4.5,8,8,13th-century,,,,,,135
Tree of Pearls: The Extraordinary Architectural Patronage of the 13th-Century Egyptian Slave-Queen Shajar al-Durr,https://www.goodreads.com/book/show/52668966-tree-of-pearls?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=17,['D. Fairchild Ruggles'],3.75,4,2,13th-century,,,,,,136
The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.3-4. Volume sec. [Leather Bound],https://www.goodreads.com/book/show/140989269-the-feudal-history-of-the-county-of-derby?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=18,"['The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh', 'The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh']",0.0,0,1,13th-century,,,,,,137
"Rumi Quotes For Life:The Definitive Quotes Collection Of Persian Poet Rumi, Universal Wisdom from 13th-century Persian mystical poet Rumi you can use to get inspired",https://www.goodreads.com/book/show/53708208-rumi-quotes-for-life?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=19,"['Aruna Mapalagamage', 'Rumi (Jalal ad-Din Muhammad ar-Rumi)']",4.67,12,1,13th-century,,,,,,138
The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by John Yeatman and by Sir Geo. R. Sitwell and Cecil J.S. Foljambe. sec.6. Volume sec.6 [Leather Bound],https://www.goodreads.com/book/show/140875471-the-feudal-history-of-the-county-of-derby?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=20,"['The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh', 'The feudal history of the county of Derby : (chiefly during the 11th 12th and 13th centuries) by Joh']",0.0,0,1,13th-century,,,,,,139
"AIM, CMM 67 The Songs of JEHAN ERART, 13th-Century Trouvére [of Arras], edited by Terence Newcombe",https://www.goodreads.com/book/show/185264475-aim-cmm-67-the-songs-of-jehan-erart-13th-century-trouv-re-of-arras?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=22,['13th-Century Trouvére of Arras Jehan Erart'],0.0,0,1,13th-century,,,,,,141
The War of the Sicilian Vespers: The History and Legacy of Sicily’s Rebellion against the French in the Late 13th Century,https://www.goodreads.com/book/show/55466045-the-war-of-the-sicilian-vespers?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=23,['Charles River Editors'],3.91,11,3,13th-century,,,,,,142
Looking at Painting in Florence 13th-16th Centuries: A Learner's Handbook,https://www.goodreads.com/book/show/22118492-looking-at-painting-in-florence-13th-16th-centuries?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=24,['Richard Peterson'],4.46,13,5,13th-century,,,,,,143
The Heathens and the Dragon: A 13th-Century Adventure,https://www.goodreads.com/book/show/125394558-the-heathens-and-the-dragon?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=25,['Kate A. Boorman'],4.4,10,2,13th-century,,,,,,144
An Etymological Dictionary of Pre-13th Century Turkish,https://www.goodreads.com/book/show/7884514-an-etymological-dictionary-of-pre-13th-century-turkish?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=26,['Gerard Clauson'],4.4,5,1,13th-century,,,,,,145
The Khmer Empire: Cities and Sanctuaries from the 5th to the 13th Century,https://www.goodreads.com/book/show/1021403.The_Khmer_Empire?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=27,['Claude Jacques'],4.5,6,2,13th-century,,,,,,146
The Great Karnak Inscription of Merneptah: Grand Strategy in the 13th Century BC,https://www.goodreads.com/book/show/2178351.The_Great_Karnak_Inscription_of_Merneptah?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=28,['Colleen Manassa Darnell'],3.0,2,1,13th-century,,,,,,147
Fountain of Wisdom: The Complete 13th Century Text with Commentary,https://www.goodreads.com/book/show/58425151-fountain-of-wisdom?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=29,['David Chaim Smith'],4.75,4,2,13th-century,,,,,,148
How Glass Changed the World: The History and Chemistry of Glass from Antiquity to the 13th Century,https://www.goodreads.com/book/show/14643433-how-glass-changed-the-world?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=30,['Seth C. Rasmussen'],3.8,5,3,13th-century,,,,,,149
"Power Elites and State Building (The ^AOrigins of the Modern State in Europe, 13th to 18th Centuries)",https://www.goodreads.com/book/show/301292.Power_Elites_and_State_Building?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=32,['Wolfgang Reinhard'],4.5,2,1,13th-century,,,,,,151
Peasant Life in Old German Epics; Meier Helmbrecht and Der Arme Heinrich,https://www.goodreads.com/book/show/42542741-peasant-life-in-old-german-epics-meier-helmbrecht-and-der-arme-heinrich?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=33,"['13th Century Me Wernher Der Gartenre', 'Clair Hayden Bell', 'Hartmann von Aue']",4.25,4,16,13th-century,,,,,,152
Jewish Mystical Leaders and Leadership in the 13th Century,https://www.goodreads.com/book/show/828956.Jewish_Mystical_Leaders_and_Leadership_in_the_13th_Century?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=34,"['Moshe Idel', 'Mortimer Ostow', 'Ivan G. Marcus']",4.5,4,7,13th-century,,,,,,153
The History of the Crusades Against the Albigenses in the 13th Century,https://www.goodreads.com/book/show/1902112.The_History_of_the_Crusades_Against_the_Albigenses_in_the_13th_Century?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=35,['Jean-Charles-Léonard Simonde de Sismondi'],4.0,1,36,13th-century,,,,,,154
"Economic Systems and State Finance (The ^AOrigins of the Modern State in Europe, 13th to 18th Centuries)",https://www.goodreads.com/book/show/3605276-economic-systems-and-state-finance?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=36,['Richard Bonney'],4.0,1,4,13th-century,,,,,,155
"The Heirs of Avicenna: Philosphy in the Islamic East, 12-13th Centuries; Metaphysics and Theology (1) (Islamicate Intellectual History, 12)",https://www.goodreads.com/book/show/163335627-the-heirs-of-avicenna?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=37,"['Peter Adamson', 'Fedor Benevich']",0.0,0,1,13th-century,,,,,,156
The 13th Century: The Greatest of Centuries,https://www.goodreads.com/book/show/20625529-the-13th-century?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=38,['James Walsh'],4.33,3,1,13th-century,,,,,,157
Jenghiz-Khan: A Tale of the 13th Century (Soviet Literature in English Translation Series) (English and Russian Edition),https://www.goodreads.com/book/show/86183.Jenghiz_Khan?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=39,"['Vasily Yan', 'Vasilli G. Yan', 'L. Britton']",4.11,584,45,13th-century,,,,,,158
Criminal Justice Today: An Introductory Text for the 21st Century (13th Edition),https://www.goodreads.com/book/show/18473809-criminal-justice-today?from_search=true&from_srp=true&qid=N7PzH86OA6&rank=40,['Frank J. Schmalleger'],3.79,160,106,13th-century,,,,,,159
A Distant Mirror: The Calamitous 14th Century,https://www.goodreads.com/book/show/568236.A_Distant_Mirror?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=1,['Barbara W. Tuchman'],4.05,865,118,14th-century,,,,,,160
The Third Horseman: Climate Change and the Great Famine of the 14th Century,https://www.goodreads.com/book/show/18667855-the-third-horseman?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=2,['William Rosen'],3.58,900,11,14th-century,,,,,,161
"A Distant Mirror: The Calamitous 14th Century, Book 2",https://www.goodreads.com/book/show/8866682-a-distant-mirror?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=3,"['Barbara W. Tuchman', 'Nadia May']",3.99,159,8,14th-century,,,,,,162
The Lion of St. Mark: A Story of Venice in the 14th Century,https://www.goodreads.com/book/show/363822.The_Lion_of_St_Mark?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=4,['G.A. Henty'],3.94,411,141,14th-century,,,,,,163
"The Order of Books: Readers, Authors, and Libraries in Europe Between the 14th and 18th Centuries",https://www.goodreads.com/book/show/791999.The_Order_of_Books?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=5,['Roger Chartier'],3.67,141,16,14th-century,,,,,,164
"Medieval Costume in England and France: The 13th, 14th and 15th Centuries",https://www.goodreads.com/book/show/231503.Medieval_Costume_in_England_and_France?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=6,['Mary G. Houston'],3.7,146,13,14th-century,,,,,,165
The Writings of Amir Khusrau: 700 Years After the Prophet: A 13th-14th Century Legend of Indian-Sub-Continent,https://www.goodreads.com/book/show/7866542-the-writings-of-amir-khusrau?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=7,"['Amir Khusrau', 'Habibuddin Ahmed']",3.83,18,1,14th-century,,,,,,166
"Art Across Time: Prehistory to the 14th Century, Vol. 1",https://www.goodreads.com/book/show/1518095.Art_Across_Time?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=8,['Laurie Schneider Adams'],4.04,71,15,14th-century,,,,,,167
"A Distant Mirror: The Calamitous 14th Century, Book 1",https://www.goodreads.com/book/show/388955.A_Distant_Mirror?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=9,['Barbara W. Tuchman'],4.33,30,7,14th-century,,,,,,168
Techniques Of Medieval Armour Reproduction: The 14th Century,https://www.goodreads.com/book/show/359364.Techniques_Of_Medieval_Armour_Reproduction?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=10,['Brian R. Price'],4.39,61,3,14th-century,,,,,,169
The Zen Works of Stonehouse: Poems and Talks of a 14th-Century Chinese Hermit,https://www.goodreads.com/book/show/319036.The_Zen_Works_of_Stonehouse?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=11,"['Shiwu Qinggong', 'Stonehouse', 'Red Pine']",4.52,75,4,14th-century,,,,,,170
Ancient Devotions to the Sacred Heart of Jesus,https://www.goodreads.com/book/show/52155187-ancient-devotions-to-the-sacred-heart-of-jesus?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=12,['Carthusian Monks of the 14th-17th Centuries'],4.6,5,1,14th-century,,,,,,171
The Modern Uzbeks: From the 14th Century to the Present : A Cultural History,https://www.goodreads.com/book/show/1721456.The_Modern_Uzbeks?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=13,['Edward A. Allworth'],3.5,24,7,14th-century,,,,,,172
Cross and Crescent in the Balkans: The Ottoman Conquest of Southeastern Europe (14th-15th Centuries),https://www.goodreads.com/book/show/12017949-cross-and-crescent-in-the-balkans?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=14,['David Nicolle'],3.42,19,6,14th-century,,,,,,173
Stephen Biesty's Cross-sections Castle: See Inside an Amazing 14th-Century Castle,https://www.goodreads.com/book/show/16693639-stephen-biesty-s-cross-sections-castle?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=15,['Stephen Biesty'],4.31,605,24,14th-century,,,,,,174
Masterpieces Up Close: Western Painting from the 14th to 20th Centuries,https://www.goodreads.com/book/show/1620967.Masterpieces_Up_Close?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=16,"[""Claire d'Harcourt""]",4.31,58,6,14th-century,,,,,,175
Pearl: An English Poem of the 14Th Century,https://www.goodreads.com/book/show/11644896-pearl?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=17,['Anonymous'],3.77,47,3,14th-century,,,,,,176
"History of Denmark, Sweden, and Norway (Vol. 1&2): From the Ancient Times in 70 A.D. until Medieval Period in 14th Century",https://www.goodreads.com/book/show/53520175-history-of-denmark-sweden-and-norway-vol-1-2?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=18,['Samuel Astley Dunham'],3.75,4,6,14th-century,,,,,,177
Homoeroticism and Chivalry: Discourses of Male Same-Sex Desire in the 14th Century,https://www.goodreads.com/book/show/999511.Homoeroticism_and_Chivalry?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=19,['Richard E. Zeikowitz'],2.57,7,4,14th-century,,,,,,178
"Sephardi Jewry: A History of the Judeo-Spanish Community, 14th-20th Centuries (Jewish Communities in the Modern World) (Volume 2)",https://www.goodreads.com/book/show/324334.Sephardi_Jewry?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=20,"['Esther Benbassa', 'Aron Rodrigue']",3.8,15,2,14th-century,,,,,,179
The Travels of Friar Odoric: 14th Century Journal of the Blessed Odoric of Pordenone,https://www.goodreads.com/book/show/1927941.The_Travels_of_Friar_Odoric?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=21,['Odorico da Pordenone'],3.75,24,4,14th-century,,,,,,180
The Cloud of Unknowing: A New Translation of the Classic 14th-Century Guide to the Spiritual Experience,https://www.goodreads.com/book/show/305356.The_Cloud_of_Unknowing?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=22,"['Anonymous', 'Ira Progoff']",4.03,433,371,14th-century,,,,,,181
"Medieval Art : Painting, Sculpture, Architecture 4th Through 14th Century",https://www.goodreads.com/book/show/2175051.Medieval_Art_?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=23,['James Snyder'],4.05,19,8,14th-century,,,,,,182
Summary & Study Guide A Distant Mirror: The Calamitous 14th Century by Barbara W. Tuchman,https://www.goodreads.com/book/show/10385927-summary-study-guide-a-distant-mirror?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=24,['BookRags.com'],4.43,21,1,14th-century,,,,,,183
"Al-Hind, Volume 3 Indo-Islamic Society, 14th- 15th Centuries",https://www.goodreads.com/book/show/2059460.Al_Hind_Volume_3_Indo_Islamic_Society_14th_15th_Centuries?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=25,['André Wink'],3.5,2,3,14th-century,,,,,,184
"Beyond Representation: Chinese Painting and Calligraphy, 8Th-14th Century (Princeton Monographs in Art and Archaeology, No 48)",https://www.goodreads.com/book/show/2059207.Beyond_Representation?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=26,['Wen C. Fong'],4.38,16,4,14th-century,,,,,,185
The Travels of Sir John Mandeville: The Fantastic 14th-Century Account of a Journey to the East,https://www.goodreads.com/book/show/600945.The_Travels_of_Sir_John_Mandeville?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=27,['John Mandeville'],3.33,428,354,14th-century,,,,,,186
"Russian Icons, 14th-16th Centuries: The History Museum, Moscow",https://www.goodreads.com/book/show/4934101-russian-icons-14th-16th-centuries?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=28,"['Irina L. Kyzlasova', 'Sergei Volynets']",3.33,3,1,14th-century,,,,,,187
"China Among Equals: The Middle Kingdom and Its Neighbors, 10Th-14th Centuries",https://www.goodreads.com/book/show/308054.China_Among_Equals?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=29,['Morris Rossabi'],3.92,12,2,14th-century,,,,,,188
Jousts and Tournaments: Charny and Chivalric Sport in 14th Century France,https://www.goodreads.com/book/show/632006.Jousts_and_Tournaments?from_search=true&from_srp=true&qid=HdDwxsIRM6&rank=30,['Steven Muhlberger'],4.07,15,1,14th-century,,,,,,189
